Symbol,beta,dy,pe,roe
MSBI,0.3034318571132985,0.0617,6.1728396,nan
INO,0.022723268049590965,nan,-2.2071428,-0.89969003
GLYC,0.08839319414435362,nan,-2.0,-0.74982
PHIO,0.026209654391270147,nan,0.17174797,-0.70059997
PDCE,0.09665142137234815,0.0255,3.8491127,0.51592
LL,0.18471176891653376,nan,-5.3064513,-0.045739997
ICD,0.028551237566568632,nan,9.0,-0.31868
JT,0.05378921407062661,nan,-14.9,-0.28004998
DKL,0.1568407409581749,0.086,8.519927,nan
DLB,0.5821097180891119,0.013200001,21.908379,0.0743
KRMD,0.09141170442911443,nan,-34.384617,-0.25539
ELDN,0.01709805861806849,nan,-1.1999999,-0.70889
NMRK,0.16212725260317162,0.0194,4.5285716,0.069759995
HHS,0.07227867726435863,nan,4.741573,19.27463
NUS,0.13810062262586634,0.0395,13.992908,0.11577
KW,0.4296445320883473,0.0579,5.649832,0.05343
PKG,0.4672734074440282,0.0379,15.9316845,nan
MMAT,0.0320916972891176,nan,-2.0466666,-0.2218
HEES,0.23620844479120767,0.026600001,7.651992,nan
ICMB,0.08597551393949018,0.1503,5.4,-0.01939
FARO,0.30923162550235683,nan,20.482456,-0.08394
FRT,0.3420838760697198,0.045100003,36.76208,0.12995
ICHR,0.23725903899257553,nan,11.70168,0.1338
HSON,0.09954220755717083,nan,6.0924373,0.16753
NCLH,0.14695586730930854,nan,8.503184,-1.8150301
MSI,0.5575307061735104,0.012200001,23.443281,25.31481
MEDP,0.2702535128809061,nan,21.405346,0.53965
HDB,0.3690031437949914,0.0083,19.829546,0.17145
GRWG,0.10744874429695263,nan,-18.0,-0.55726004
ELMD,0.1620466339275864,nan,18.249998,0.06061
KRNT,0.1930890620285033,nan,45.65,-0.08842
OSBC,0.2778329009103089,0.0163,6.5026455,0.16402
ORRF,0.26322738190390416,0.0431,6.3267326,nan
NMTR,0.0380206655495244,nan,-0.32342008,-1.98921
IT,0.4332921625339837,nan,27.774103,2.6978102
ERNA,0.013287195465447902,nan,-0.3,-1.30704
GLNG,0.14560124449029885,nan,7.909408,0.39995998
OESX,0.14365672183222658,nan,-8.555555,-0.58354
PCB,0.31542623426529925,0.045100003,6.518868,0.11723
PI,0.15764738868738104,nan,46.53158,nan
HSTM,0.30413300199149884,0.004,56.0,0.0359
MEI,0.4206701597877356,0.0137,15.585551,0.09166
GLDD,0.2801206536768345,nan,10.232142,-0.08877
FIBK,0.33100263982136185,0.0713,7.7781157,0.07991
INDT,0.30058058790198805,0.0108,951.0,0.0070700003
ESE,0.47548368775890376,0.0034,22.331741,0.08217
DLR,0.41903163334111426,0.05,75.11363,0.01994
PCG,0.2880672767217029,nan,12.674074,0.08127
ELS,0.4726183464500027,0.026300002,39.597702,0.19596
NNBR,0.09026082211234039,nan,7.714286,-0.09663
LBAI,0.32640131344729206,0.0403,7.17,nan
INDI,0.14002756867967778,nan,23.656252,-0.17416
GLAD,0.31861554608166104,0.1,9.368932,0.04168
GLP,0.19685063040028558,0.0868,10.731708,0.55038
PHUN,0.008826659432378649,nan,-2.716818,-1.1290001
PUMP,0.1071680813251877,nan,3.2890997,0.00228
NVCR,0.11606928564964165,nan,-40.679012,-0.2173
LMNL,0.028281163852474905,nan,-0.7669683,-0.82512003
NNN,0.35300626242815997,0.051799998,22.307692,0.08339
JVA,0.06096436917063388,nan,3.9750001,-0.17069
KNX,0.4210412841937257,0.0105,13.067286,0.0979
JWN,0.15838309412923826,0.0494,7.768844,0.37120998
INFU,0.16435726318700133,nan,78.083336,0.00037
GSBC,0.40793296793704625,0.0318,9.053381,0.13957
IDA,0.5037040114033043,0.028499998,20.615957,0.094560005
OFIX,0.28470728049012495,nan,-25.445946,-0.05862
KRUS,0.10988841804742525,nan,215.375,-0.0078799995
MAA,0.5194808157325925,0.037,31.58111,nan
OGE,0.5187763641787562,0.043899998,17.707548,0.15720001
NVEC,0.2692927038564739,0.0544,26.646645,0.28132
HR,0.4459874001984674,0.0652,-52.052635,0.00825
HRTG,0.12700049414467401,0.0729,4.4246573,-0.65120006
GSHD,0.1804052857378648,nan,40.209793,nan
PW,0.10104641234729611,nan,0.7282609,-0.27795
IDT,0.1703801969476656,nan,22.14,0.27073
MMLP,0.06280385747793898,0.007900001,52.399998,nan
OSS,0.0954576696335243,nan,7.7187505,-0.05167
EXPI,0.13991262461468432,0.0163,31.594593,0.06528
KOF,0.5057317442043485,0.0355,15.518382,0.15129
FINV,0.06575341652166478,0.055,2.7448275,0.19705
HFWA,0.31457487860813665,0.051,8.89394,0.10024
KSPN,0.011030540812122869,nan,1.9615624,-2.33851
LITE,0.3245467293577188,nan,9.907598,0.01604
PRA,0.236983646251988,0.0111,14.141732,-0.00032000002
NOA,0.22146120432169425,0.0164,10.63536,nan
PCRX,0.30361996249679973,nan,10.274377,0.021140002
OSUR,0.0975496566366394,nan,-26.153849,-0.0482
HEXO,0.055732807067130755,nan,-2.372549,-0.83492994
FIX,0.3588912349592148,0.0053,19.165384,nan
FSLR,0.20021468616627638,nan,14.131579,-0.00749
MDNA,0.0901429111316038,nan,-2.463077,-0.32986
PWR,0.4025966056135,0.002,20.969097,0.09731
MMS,0.49593072569078367,0.0138,19.318707,0.12252
NVGS,0.1587810417031704,nan,10.5419855,0.047909997
PCTI,0.14570318570026422,0.0471,10.347826,0.04222
FRHC,0.31873235097991004,nan,16.984444,0.04755
KOS,0.10448023691504878,nan,4.8484845,0.34402
GLRE,0.29012491263881507,nan,6.1124997,0.05178
FISI,0.2946510654740541,0.069,5.5141954,nan
GLT,0.21599250398815936,nan,13.294118,-0.45103002
GSM,0.09113181590191603,nan,3.7407405,0.84755
ESNT,0.2387558266574206,0.024300002,6.493884,0.19115
OI,0.20867144079421743,nan,7.49,nan
PINS,0.18382535679949,nan,21.698114,-0.03039
EYE,0.22743774081744766,nan,28.821918,0.04611
GROM,0.0076322208729940584,nan,-0.99347824,-0.72164
INGR,0.4640032140866025,0.0269,11.692731,0.1568
ITRM,0.037371298607969373,nan,-0.21666665,-1.1359401
INMD,0.21398721907469181,nan,12.503355,0.33289
INOD,0.060646683848145644,nan,-132.4,-0.54014
MDT,0.5714706573886746,0.0298,17.390057,0.07835
LX,0.0909550442817693,nan,1.9274194,0.098809995
LANC,0.38545731410752704,0.0166,30.75294,0.11708
OTLK,0.07191312557983265,nan,-13.125,-2.17559
DISH,0.28286504467172835,nan,13.654546,0.13823
KPTI,0.09726505412086736,nan,-3.2252252,nan
KALU,0.277308234891174,0.053000003,9.217391,nan
ITW,0.6490857362389907,0.0226,23.466537,0.90365
NMM,0.14217388566717185,0.0088,1.2328124,0.28169
OIS,0.10694505207953775,nan,11.174603,-0.01377
PCYG,0.12412998873973118,0.0093,19.117647,0.10552
PXLW,0.13279849011197156,nan,-6.409091,-0.21249
OTRK,0.039218437898056596,nan,-0.25415662,-2.01331
PJT,0.3748935880700321,0.014199999,12.758812,0.23587
KURA,0.13582821489723335,nan,-4.2347827,-0.29311
NOG,0.12554162571002134,0.0421,3.7144454,1.61025
PRG,0.14925857267542592,nan,10.424137,nan
PKI,0.4382195810382172,0.0022,21.784643,0.0706
LLY,0.33881118545004935,0.012,33.43412,0.62667
KWR,0.33955716194904134,0.0095999995,22.59443,-0.011879999
MEDS,0.028792419134617532,nan,5.5691833,-1.9011999
PRI,0.4510474182947237,0.0148,10.66063,0.19309999
LAZ,0.426233130493499,0.0617,8.236842,0.26958
PDCO,0.32073057120121545,0.0394,11.585471,0.18183
MMC,0.7044266978986288,0.0134000005,21.374851,0.29107
PYPL,0.3341940946297948,nan,13.571429,0.11519
NCSM,0.08357211573283027,nan,8.927038,-0.00866
MEIP,0.06751124164602659,nan,-0.900885,-0.51203
LZB,0.3349087905444389,0.026199998,9.513245,0.20567
NDAQ,0.6175098825997855,0.0163,19.02749,0.18702999
MSTR,0.11621388208113308,nan,-64.64173,-4.93354
LMNR,0.2066022618572687,0.0178,42.846153,0.10771
MAC,0.16626047272617508,0.071100004,-71.35714,-0.02125
OGS,0.37967011960476504,0.0337,17.853828,0.08988
MMM,0.5729100218362859,0.056999996,11.122513,nan
OSW,0.14816841181734622,nan,20.0,0.16115999
MTCH,0.2593772129643124,nan,14.470589,nan
MACK,0.013021568081974865,nan,-6.97191,-0.09236
NVEE,0.3020711822002469,nan,15.279034,0.075780004
NDRA,0.058356874062343134,nan,-0.6374502,-1.46526
PIPR,0.36802081057416136,0.0182,9.405556,0.08157
MMSI,0.37879931406988837,nan,25.482758,nan
NOAH,0.16927142801802833,nan,5.4315066,0.110139996
NVIV,0.029398699468021264,nan,-0.12461111,-0.61959
NVO,0.38401256447412135,0.0106,29.8375,0.72002
PRGO,0.34555472776990803,0.030199999,12.114006,-0.026199998
OKE,0.24432206004752918,0.059,13.570539,0.27536
