Symbol,beta,dy,pe,roe
BTO,0.27892291993429424,0.0915,229.83334,-0.12512
FLS,0.3485741277021907,0.024500001,15.676055,0.10715
ALL,0.4933032331265297,0.0312,8.69722,-0.06422
D,0.46250529448005406,0.0466,15.156499,0.0357
BCBP,0.3229655210478278,0.0556,4.8962655,0.15244001
BOC,0.25558845737242747,nan,-1023.0,0.01248
HTBK,0.29968166247891553,0.069,7.083333,0.10818
CBAN,0.24721903293597433,0.0468,7.4848485,0.08725
AVD,0.30163998229759564,0.0062,14.807693,0.07379
DNOW,0.18290599079838737,nan,9.278261,0.16580999
CBFV,0.17195162494743668,0.0464,7.9163637,0.09246001
COE,0.033326790892015554,nan,-28.75,nan
CWT,0.36773919383366954,0.0179,26.452833,0.07638
BMTX,0.03451479184463647,nan,9.67742,-0.01794
ALLO,0.12757744152885472,nan,-2.1547618,-0.42044997
BIO,0.3831157657556114,nan,24.891771,-0.31137
CLPT,0.1173549972011884,nan,-18.45614,-0.38366002
BNGO,0.04070004309053511,nan,-1.6378572,-0.45215
INSW,0.1333530394713489,0.0579,4.2093024,0.29186
GTES,0.3466751295548188,nan,9.904412,0.070149995
AHCO,0.11584165661954259,nan,11.88,0.03462
GMED,0.36033600713416686,nan,22.710938,0.10601
BH,0.19269741962648293,nan,-23.248322,-0.05651
ATUS,0.19740577381886623,nan,7.6086955,nan
BOH,0.34931288727936816,0.059499998,11.210648,0.1554
CTLP,0.1837016723299383,nan,34.437504,-0.05863
CBNK,0.21000970148281647,0.0139999995,7.050209,0.18957001
ACOR,0.029688202502306027,nan,-0.484375,-0.53862
ADEA,0.13449302397508256,0.0252,5.6176467,0.16858
BCH,0.2638418469389287,0.1093,9.137932,0.30801
CSR,0.38036035081354136,0.053200003,-63.348316,-0.01774
ALNY,0.16759885405305006,nan,-79.68,-5.26144
BHC,0.18219674394542745,nan,1.8849105,-1.87611
ATXS,0.05138400431684199,nan,-4.9809165,-0.30177
ANF,0.1873681090450201,nan,11.829146,0.01345
CETX,0.021928271236595402,nan,840.0,-0.80848
DAKT,0.16046143914012914,nan,4.7156863,-0.08422
EA,0.40365124547731024,0.0058999998,19.372906,0.137
HIG,0.33490294708916135,0.0248,7.3261094,0.11533
ARTNA,0.33505270698914397,0.02,25.479069,0.09837
CTGO,0.027882319240250805,nan,-7.9946523,-2.67727
INTC,0.415472824105478,0.0167,16.433863,nan
CEVA,0.3010679042486735,nan,33.959457,-0.086569995
COHU,0.25635122184412834,nan,12.769811,0.106929995
ARW,0.5211912540891956,nan,7.2469916,0.26208
IX,0.46342238058079527,0.0398,7.7766633,0.096470006
BOOT,0.2057393582134343,nan,12.1390295,0.26333
CSGS,0.49819211373333644,0.0218,13.507692,0.110769995
AVGR,0.035020629957858214,nan,-0.4035537,-2.54135
BIOX,0.08672788190717466,nan,15.356164,-0.08089
IEX,0.6227906266559652,0.0114,22.772627,nan
AUD,0.09442563634699003,nan,-0.62,-0.23988001
ARKO,0.18126722541599122,0.014400001,13.704917,0.19597
BAX,0.4167950835026332,0.0255,14.492401,-0.32246
ARLO,0.12467296995448604,nan,22.206898,-0.56528
APEI,0.10684228942643903,nan,-40.714283,-0.3005
COLD,0.4198567914215779,0.030299999,113.80769,-0.0049799997
EAF,0.20066054407827974,0.0086,4.90625,2.12099
CFG,0.32068587771934615,0.057600003,7.080092,0.09353
HTH,0.29839308265367076,0.0211,18.464287,0.053740002
BBCP,0.12618869625782247,nan,10.859375,0.11327
BURL,0.2655187909882339,nan,23.542126,0.29591998
BVH,0.16168839506732044,0.026800001,7.3257,0.29665002
AGNC,0.38709631991223037,0.1472,4.384956,-0.08253
DMRC,0.15819232637116626,nan,-9.627119,-0.78183
CHD,0.41995273185566956,0.0117999995,29.165167,0.12312999
INTT,0.13459934661451864,nan,14.7286825,0.14128
EAST,0.05127563226790843,nan,-0.6270968,-2.7376902
CANG,0.0379075441267873,nan,-2.38,-0.19646
CARA,0.1511769960500114,nan,-5.6,-0.44252
CYBN,0.0018354571918076932,nan,-1.731,-0.71334
ALRN,0.05056110757082568,nan,-0.20175001,-0.87415004
FLGT,0.09511438213064165,nan,-33.988506,0.11653
CBT,0.38461322301858336,0.0208,10.135593,0.36925
ACST,0.04463152930907431,nan,-0.9265306,-0.16600001
DBD,0.11835828911137854,nan,0.39169905,nan
CC,0.268050589839902,0.0346,5.3733826,0.52809
BCOV,0.17408346469753502,nan,21.789473,-0.09078
IFN,0.6568604132529168,0.1129,-9.923567,-0.19173999
CLFD,0.18222099834268352,nan,9.495652,0.2607
ANIX,0.0793674375614564,nan,1.9710145,-0.40715
ESOA,0.01198317286178978,nan,5.882353,0.07779
HIW,0.41090810699189545,0.08939999,24.382978,nan
DARE,0.07422774664443169,nan,-3.125,-1.24123
ASB,0.34440039606474776,0.0481,7.995516,0.0979
DBI,0.10865220010083562,0.024500001,4.524862,0.38344002
INVE,0.15160360372715204,nan,34.375,-0.0052300002
EC,0.2513375312164562,0.3552,4.4383564,0.34427
HMY,0.09161236934417825,0.0088,9.408163,-0.01725
JFIN,0.041380338168099356,nan,2.2105262,1.86266
EVOK,0.022932043281291715,nan,-1.5130645,-2.1529899
JAKK,0.06029401874303279,nan,4.848485,0.85862
FBMS,0.3452091369448163,0.0359,7.652439,nan
EME,0.41053364528108577,0.0046,16.316795,nan
FN,0.38824780089671945,nan,11.39856,0.18164
ENIC,0.18340087587092188,0.0162,0.011425551,0.33844003
KELYA,0.26335964934682554,0.0188,9.219101,-0.048249997
HXL,0.2733362888973417,0.0069999998,27.830118,0.09726
FOXA,0.34536674508570664,0.0154,10.558729,0.13131
BVXV,0.037902261425742295,nan,-0.5626822,nan
FLNT,0.10397113585712373,nan,8.222222,-0.80251
FMNB,0.3325003309787609,0.0622,7.3987336,0.15847999
DD,0.4766658830011351,0.021,14.11336,0.03925
IPGP,0.31967481208412174,nan,20.1014,0.04316
GHG,0.11141440743235409,nan,6.8437505,-0.23136
FFIN,0.38753559247143704,0.024500001,19.506666,0.16149999
BP,0.3030760758254835,0.0365,6.4758844,-0.01565
FC,0.2766793115646959,nan,25.324139,0.21574
FCPT,0.34064160093659934,0.0535,22.18261,0.09315
ETR,0.48762191074987643,0.039300002,14.962448,0.087519996
ED,0.4241017969622408,0.0323,18.863985,0.07762
KEQU,0.09287258433027325,nan,7.523148,-0.00174
GPMT,0.060744332882375345,0.1852,6.208333,-0.04085
HALO,0.27199466774196224,nan,8.707317,1.10227
DBX,0.3551669417241873,nan,10.53886,nan
ADBE,0.4423817501273693,nan,21.452272,0.33859003
ESTA,0.13789186259556857,nan,-59.059326,-3.5347602
FNKO,0.12335210102878685,nan,9.959596,-0.0133299995
ILMN,0.2955037953721753,nan,66.52427,nan
GPRK,0.1778408217316656,0.045900002,3.1498559,8.36819
CCBG,0.2886193416344291,0.024400001,9.038576,0.117139995
COO,0.5333528048810185,0.0002,26.544886,0.052600004
FLT,0.4498758004330792,nan,10.892057,0.35292998
FTAI,0.19016341871983455,0.044499997,10.858779,-0.19346
FTV,0.549024456789322,0.0044,17.144022,nan
FCEL,0.0995204542385951,nan,-6.9629626,-0.17367001
ENS,0.43145300887790017,0.0086,13.668863,0.09078
EVBN,0.3434935138486877,0.0422,9.434251,0.13252
JHX,0.37994488403211224,0.0321,34.78125,0.33903998
KEY,0.3017988051943762,0.0777,6.325843,0.11981
GHL,0.16329253814994352,0.0571,5.1449275,0.03522
CTBI,0.41759116427839293,0.0507,8.869458,0.12425
FCNCA,0.233287110854297,0.003,10.68626,0.1525
GNTY,0.3088834482881416,0.038399998,10.528385,0.12821999
FMAO,0.2473392340217534,0.0376,11.573604,0.10428
FULT,0.33461550507354676,0.0505,7.319019,0.11217
EVER,0.12197218389639375,nan,-25.814814,-0.25353
FDS,0.526921744387013,0.0086,25.087751,0.31718
EDN,0.1128004694738116,nan,1.4578512,-0.12977
HBCP,0.3176212484198634,0.0315,6.9933033,0.1201
HOG,0.26521039360415866,0.0179,7.449799,nan
IQ,0.07557975340379779,nan,13.863636,-0.0196
GTBP,0.03213080533357507,nan,-0.6034921,-1.24147
HUBS,0.2402966827500457,nan,75.98376,-0.12084
ETN,0.5309517016184981,0.020499999,18.284462,0.1471
GEN,0.31438362012742527,0.0291,8.661765,0.91419
DDOG,0.18308395717000284,nan,45.221474,-0.04092
JKS,0.10697386441680243,nan,6.713126,0.0785
KFRC,0.32912221348501125,0.024300002,13.721578,0.40707
EVGN,0.07054861200624861,nan,-1.5418421,-0.60776
FBRX,0.06101761251194107,nan,-0.168239,-0.34539002
BCLI,0.041406890024123386,nan,2.3306453,-2.97385
DEI,0.39743972474214256,0.0616,35.777775,0.02337
HUIZ,0.07762900697817392,nan,17.857143,-0.096
DEA,0.4344686985674,0.0775,175.875,0.02493
FOCS,0.3414141651548959,nan,10.843424,0.10351
HOLX,0.4151271657943459,nan,21.237036,0.20604
IMMP,0.03714193235777496,nan,-6.074074,-0.39407003
CLRO,0.024312082990715404,nan,-1.8285714,0.32724
GEL,0.14320383589707153,0.055,10.333333,0.06728
GNE,0.15125493241438298,0.0195,33.847824,0.39718
IHRT,0.1573894786822227,nan,5.5079365,-0.32828
FOR,0.3346170820674833,nan,8.09205,0.11731
KIM,0.30130717409103547,0.0493,27.02817,nan
ENTA,0.2044910298770007,nan,-12.343749,-0.35208
HBT,0.31097071345072996,0.0374,7.669565,nan
AVDL,0.04571987646780118,nan,-209.59999,-4.81493
COOP,0.26027406678520654,nan,6.6714697,nan
FTCH,0.12926634302681042,nan,-3.6972477,0.58637
GTN,0.2518627298529811,0.043,1.5831623,0.17591
FUV,0.04734651995545322,nan,-0.58984375,-1.48101
IRIX,0.09273456485996277,nan,-9.24,-0.37242
ENTX,0.01627638065641747,nan,-0.8369565,-0.76174
DEO,0.5991808152832168,0.019199999,32.83186,0.38099998
JNPR,0.5470285334666525,0.0293,11.640927,nan
CTHR,0.08228418322382075,nan,-16.0,-0.02676
HIMS,0.09675883148887873,nan,-96.583336,-0.20322001
GNSS,0.10237112760300335,nan,-32.77778,-0.32784
GTHX,0.11600279397715331,nan,-2.2421875,-1.3901801
HLT,0.3906227868866736,0.0042,21.527653,nan
HUYA,0.09286596200129016,nan,65.0,-0.04558
GOGO,0.08808174164261534,nan,17.192308,nan
KIRK,0.07469320682542369,nan,-43.571426,-0.80603
FELE,0.4514786081908329,0.010299999,20.060537,0.187
INTU,0.46847415745374066,0.0073,28.476587,0.1238
BIP,0.4649626874203966,0.044299997,31.663637,0.05294
INTZ,0.028225385860466492,nan,-2.195652,nan
JCI,0.5328281174292745,0.0251,14.885572,0.08172
INVH,0.4997368094741756,0.0317,44.493332,0.03817
HUN,0.384298591171958,0.037,9.050675,0.12168
EEX,0.0866423423914107,nan,9.275,0.34778
FWBI,0.03458895798260419,nan,-1.4334975,nan
GHSI,0.028475926905703185,nan,-1.5175202,-0.84150004
AVID,0.1953066558360399,nan,15.056122,nan
DAN,0.24529960959757027,0.028099999,10.415493,-0.15663
J,0.5477942729461017,0.0092,14.080488,0.10436
KBR,0.3788254789548495,0.0097,15.714682,0.115839995
IFS,0.181178114605313,0.0537,5.1902556,0.17046
IPAR,0.3204574080518441,0.0164,30.664646,0.19789
GGAL,0.1785591763234577,0.026500002,2.3132532,0.08586001
FENG,0.055381173364060184,nan,3.352941,-0.09473
EVO,0.19712518888890074,nan,-184.79999,-0.16201
FORM,0.28650463241621155,nan,19.097902,0.062480003
HWC,0.2921714387960586,0.0336,6.9561906,0.15098
KLAC,0.3822916380885739,0.0146,18.718645,nan
DBRG,0.19916777170160266,0.0026,-40.096775,-0.08561
JBLU,0.2002059881985381,nan,6.0508475,nan
FF,0.1948986819903708,0.032,9.375,0.053189997
DFIN,0.23605907559162956,nan,12.987988,0.29016
CHDN,0.3110508529413049,0.0028,18.668156,1.02388
EAT,0.16704311673031086,nan,10.936986,nan
EMR,0.4967057181297544,0.024600001,18.502222,0.20798
KDNY,0.11351399923619432,nan,-5.937686,-0.41954
HNI,0.3242777086795215,0.0509,12.490385,0.20535
DFS,0.3163414416725608,0.0275,7.390714,0.29739
HWKN,0.30231819756123457,0.0146,15.052238,0.18646999
EVR,0.39613287612299175,0.0241,9.147553,nan
GORO,0.11297372419806842,nan,15.365,nan
BW,0.11146280237650609,nan,22.214285,-0.94048
HTHT,0.14872328643768623,nan,24.554976,-0.18632999
EFSC,0.3452820370836457,0.023699999,8.037594,0.1377
JAZZ,0.3751522455978495,nan,7.2556815,-0.06355
ECL,0.5247472593951455,0.0128,28.93793,0.15283
HAFC,0.25828629587498175,0.0622,5.919414,nan
DGII,0.25644162670405607,nan,13.524664,0.04873
FOXF,0.2691542244123101,nan,17.654459,0.2037
GIL,0.3376580104109026,0.023599999,9.526316,0.2849
FMS,0.3487815780051357,0.03,9.105263,0.06078
DCI,0.5857242943674892,0.0145000005,19.984276,0.30913
HY,0.26516206751325333,0.025799999,19.149092,-0.23552999
FFIC,0.2981393724618905,0.0685,7.3803678,nan
HNRG,0.07244788910734663,nan,2.5125,0.09024
ETRN,0.1833474137037659,0.1258,7.6865673,-0.10862
EBF,0.4554568897356028,0.0514,13.780143,0.14892
EURN,0.15875103010841699,0.0070999996,6.771654,0.09833
EDAP,0.11684420355486295,nan,-179.41667,-0.048210002
IPHA,0.06453701392174523,nan,6.555556,-0.71751
HARP,0.08025255277062152,nan,-3.2505555,-2.1343
GHI,0.2201223223831229,0.0876,10.16185,0.14812
HYLN,0.07005529312041121,nan,-1.5054945,-0.31378
HAIN,0.24303994990153377,nan,19.703297,0.03832
EBR,0.1992317075372176,0.022,7.4666667,0.02829
FUBO,0.0611262473279058,nan,-1.0088495,-0.79136
FLWS,0.14855938790949927,nan,23.025,0.00565
DCP,0.13915683134483306,0.041100003,9.716628,0.17729999
ENOV,0.3416022592035675,nan,22.148289,-0.00942
KERN,0.06731573134813776,nan,-0.20666693,-2.1270301
FND,0.3157796137396481,nan,29.217646,0.20011
ILPT,0.2811131912738799,0.019,-1.5036496,nan
GPC,0.4902341239350561,0.0233,17.351547,0.32880002
GABC,0.3896594804981549,0.0344,10.308511,0.14918
FFIV,0.46260403374197845,nan,10.714514,0.12736
JHG,0.38107308877802226,0.061300002,11.13734,0.05841
ETNB,0.06281950375143172,nan,-7.6826925,-0.73456
DDD,0.0987740060080026,nan,-305.33334,-0.15426
DDS,0.14318035704486998,0.0027,10.737316,0.58471
EVC,0.15224619677865042,0.0332,9.765625,0.07438
GPN,0.4325284058904006,0.0095,9.584184,0.00592
HOFT,0.274757246665518,0.0544,7.4575477,-0.01735
HOLI,0.14663364755598882,nan,9.672728,0.09075
FR,0.592780686197454,0.0249,39.451126,0.16885
KMT,0.33063217555528407,0.0322,15.093022,0.1
FCF,0.3431722112597132,0.042,7.7515526,nan
ETD,0.26140186080719857,0.048600003,9.27907,nan
FNWB,0.2618916503433948,0.0228,7.910257,0.07739
JILL,0.06572209430066304,nan,7.539634,nan
HBAN,0.33289446589935473,0.0572,8.115942,0.12833999
HOMB,0.3517463821856991,0.0341,10.777228,0.10869
KEYS,0.5249212154233773,nan,16.976524,0.28123
EGBN,0.3046559449553403,0.0739,9.471698,0.09472
EPC,0.2684025660914654,0.0138,15.765343,0.065349996
FMBH,0.37935711252151855,0.0382,6.973545,0.115150005
FTK,0.0835489872646379,nan,5.981818,-3.71292
ENSC,0.011155706568334292,nan,-0.12413108,nan
GFI,0.07126124085961737,0.026600001,64.833336,0.17041999
GPRO,0.21343678930198046,nan,7.925926,0.047
FRBK,0.17922045193899058,nan,2.860465,0.06963
IAC,0.31039312518174417,nan,-199.11539,-0.16636999
ISRG,0.47426737516263695,nan,46.919003,0.11392
FTDR,0.31002851248195723,nan,16.58182,2.2539701
GEOS,0.14073492742670685,nan,18.05,-0.12579
FDUS,0.21406536735458206,0.1042,9.282178,0.074
KFY,0.3993915185335705,0.0128,10.913636,0.16389
HBI,0.22512538686681502,nan,6.5499997,-0.23832001
IMMR,0.16955189435274334,0.0174,10.460318,0.20511
HCSG,0.2518890138369773,nan,20.012821,nan
GENC,0.26888681308929135,nan,4.271845,0.02002
FEDU,0.018609655113583874,nan,36.0,-0.09899
IONS,0.2630678039898373,nan,-10.75076,-0.40118
JLL,0.34948247482758876,nan,8.411372,0.12623
HCA,0.3358554774731886,0.0085,14.482358,21.39938
KNOP,0.18884574175797986,0.023,6.9275365,0.08854
GNPX,0.04623858811522729,nan,-1.6039217,-0.74713
FVCB,0.20884161135352977,nan,8.736363,0.09378
GNUS,0.026784082048313472,nan,-23.454544,-0.34583
GOL,0.13652746092247187,nan,3.3500001,nan
HUM,0.38443393408441395,0.0069999998,16.52102,nan
EVH,0.20336302231868938,nan,27.17164,-0.02408
HOOK,0.1147622752264631,nan,-1.1363636,-0.67581004
FGEN,0.15072761974549337,nan,-8.0,-2.5800698
IMNN,0.035500535593056416,nan,-0.5475417,-0.84344
EGIO,0.09377589030394508,nan,-4.1312504,-0.38312
IGT,0.1924024401760394,0.0291,16.08,0.20962
DELL,0.41551452259901417,0.0346,7.037217,nan
IRM,0.4125949814808749,0.045900002,29.540108,0.6767
FWONA,0.3755627776725333,nan,62.288464,0.08101
FRC,0.12104292861394989,nan,-5.484375,0.08979999
GIFI,0.09565651286507837,nan,6.96,-0.03246
GTX,0.07668697557072861,nan,6.5039372,nan
III,0.21050174500570404,0.0328,9.425926,0.19843
IOVA,0.11092034344486706,nan,-3.4814813,-0.70612997
ENV,0.4046746415867476,nan,23.131388,-0.098979995
DHX,0.14565599499103815,nan,33.363636,0.037520003
EXEL,0.24173904032522678,nan,19.0625,0.07758
IGIC,0.09894108876403017,0.005,4.4756756,0.20552999
EFC,0.12916599154587538,0.1429,6.902703,-0.0557
FORR,0.2837221580463563,nan,11.501859,0.10248
JOE,0.370477828045994,0.0099,373.63635,nan
EQBK,0.27298371808251937,0.0174,7.9292927,0.123950005
GTIM,0.08457969938476972,nan,131.0,-0.0713
JBSS,0.35761415234420185,0.0073,21.838234,0.23863001
GWRE,0.41783224634246435,nan,217.68573,-0.12366
GGB,0.2441867522188427,0.141,5.365591,0.25764
KLIC,0.3011556927400206,0.0161,14.801242,0.26382
GILD,0.38450928848327137,0.0359,11.339311,nan
IRT,0.3941894673550689,0.0355,50.454544,nan
GRIN,0.05738121276624459,0.1765,4.496212,0.34054002
INUV,0.04905384166180803,nan,-3.61125,-0.48047
HLI,0.4176587753661357,0.0231,18.687117,0.16921
ENB,0.531842877621646,0.0665,17.99095,0.046350002
H,0.28798787226183453,nan,32.84483,0.12521
FERG,0.15079224224717058,0.0308,15.474726,0.43824002
DG,0.4153952942771689,0.0107,17.745193,0.40936002
EOG,0.2181205551971224,0.028499998,9.112891,0.33046
GOSS,0.08749147597174163,nan,-0.6935484,-3.43534
EFOI,0.037276861701153546,nan,-1.9727272,-3.5865302
KLXE,0.06935906212848961,nan,2.5304568,nan
JBGS,0.4290624673234966,0.0659,-21.953848,0.02974
KDP,0.46777602977098837,0.0223,17.03125,0.057290003
IPDN,0.012394284167928942,nan,-32.214287,-1.14173
EVRG,0.4763320892417453,0.0392,15.684343,0.08166
ISDR,0.08715678431418031,nan,11.916203,0.05965
IBKR,0.4185228037310966,0.0052,13.284983,0.19159001
EMKR,0.12450030529511141,nan,-3.0277777,-0.30778998
ETSY,0.1815746937175695,nan,29.714705,-17.07021
ETX,0.428195381842625,0.04,-1852.0001,nan
HNNA,0.10958258804592559,0.0738,6.016,0.06305
ECOR,0.02609536700237946,nan,-2.3522606,-0.82488
GH,0.16351934990360575,nan,-5.7258883,-1.8564999
HCI,0.17566690198492863,0.03,30.154762,-0.16317
FPH,0.20640989257974948,nan,3.7121212,-0.0041
EBIX,0.11839592305831424,0.0189,7.817308,0.09217
EBS,0.15297934858713308,nan,11.037499,-0.1491
DCPH,0.1193428767624396,nan,-7.4397907,-0.55361
FNB,0.3097549411345338,0.043,7.4064517,0.09486
KEN,0.18121946633453517,0.4923,-19.939392,0.15281999
ENLC,0.14976629847902925,0.051,14.426471,0.16974
DGLY,0.03317388419175294,nan,-0.39135802,-0.40939
KMI,0.3982837655555653,0.0657,14.291666,0.08286
FHB,0.31116633435054275,0.0537,9.603015,0.10787
FMX,0.4198153139739583,0.018,17.48108,0.10326
DCO,0.2770735270873342,nan,13.2626,0.057550002
IPI,0.11844061701352097,nan,107.41667,0.104779996
ENPH,0.1571059953406372,nan,22.340136,nan
FNF,0.4205721449885698,0.052399997,6.825001,0.14926
HOFV,0.03803336475448268,nan,-2.2546916,-0.23326999
GPI,0.21123742839470844,0.0082,6.0117836,nan
GAIA,0.1116922193343261,nan,38.0,-0.03052
FFNW,0.2712667326799614,0.0444,11.911764,0.08321
HAL,0.2139591232452811,0.0202,8.997252,nan
EFX,0.44964000886978145,0.007900001,23.101995,0.14897001
EVTC,0.4596077536318998,0.0063,12.214788,nan
FCBC,0.34264127350000734,0.0497,9.216536,nan
FMC,0.452604272110084,0.0194,13.932357,0.2563
HAS,0.3784640038604915,0.0545,11.987854,nan
DHC,0.135463257303664,0.044299997,-1.1710256,-0.00595
IPWR,0.056911089089610095,nan,-5.453552,-0.34187
EPD,0.40623227725643346,0.074499995,9.817163,0.20705
IMTX,0.10183017916934681,nan,-3.8648648,0.31627
GRBK,0.2446995133312948,nan,9.7310705,0.31049
IMXI,0.23549215023693276,nan,9.992249,0.39141
GEVO,0.02746900850564591,nan,-3.0526316,-0.17004
FLXS,0.13895345301472087,0.0345,6.6538463,0.05702
GFF,0.2673236413290881,0.014400001,7.902778,-0.38188
IMAB,0.05859069205046763,nan,-2.095238,-0.63738
HYMC,0.006381184924126469,nan,-12.596667,nan
EW,0.44055409044130645,nan,30.54861,nan
KMX,0.30825955618756773,nan,20.357557,0.089370005
DOC,0.44958222433642125,0.0657,62.695652,0.036730003
FTNT,0.3206323300671414,nan,37.529762,3.31502
FCFS,0.35816782136587955,0.0138,15.309064,0.13746999
FUL,0.4666449995309111,0.012999999,13.287148,0.1
FUN,0.21947990539119588,0.0292,12.315494,nan
IMBI,0.05398639790068875,nan,-0.51485294,-1.6308999
JJSF,0.38161247221029676,0.0187,28.370369,0.05016
GALT,0.0877205619238723,nan,-1.7777778,nan
HBIO,0.137148648714966,nan,15.888887,nan
JRSH,0.11761425381882537,0.044699997,7.3870964,0.06057
FNWD,0.07835553619509938,0.0422,11.0074625,nan
IQV,0.5142286201594757,nan,15.659733,nan
IMGN,0.1426868610859025,nan,-10.169811,-0.92614996
EDRY,0.028072669427007518,nan,5.44586,0.34784
GPS,0.19313518849591657,0.0642,10.909091,-0.08153
HUBB,0.5196241041414519,0.0172,19.4877,nan
ENSG,0.3078453833049236,0.0023,18.889105,nan
GVP,0.056831731249153555,nan,-11.448334,-0.92222
KHC,0.443723723221111,0.0403,13.682927,0.04817
HOPE,0.3259097019051642,0.0617,7.054264,nan
HON,0.6087910795676176,0.0216,19.904383,0.27161
FTEK,0.025922141460008152,nan,-62.5,-0.03168
IHG,0.3915068493597089,0.0327,28.048582,nan
FDX,0.37426723436813825,0.0226,12.426623,0.121479996
IRDM,0.2973686020412838,0.0083,151.11905,0.0137600005
EDU,0.062353409782733654,nan,21.504719,0.0022
GHM,0.15225241994107566,nan,67.73684,-0.0058999998
FOLD,0.19623976102034552,nan,48.083336,-1.0992501
IAE,0.629496025091148,0.1058,55.545456,nan
EPR,0.19104355701771683,0.081,17.410788,0.06823
HOUS,0.1843519987028004,nan,14.155556,-0.14296
KNSA,0.12486086980160228,nan,-25.0,0.63098997
HTLD,0.49987504992858944,0.0055,12.4827585,nan
GOLF,0.4269717008065343,0.015700001,16.382353,0.19844
GOGL,0.18504754827200814,0.1844,6.535714,0.24018
KINS,0.06315902419767974,nan,-12.95,-0.4028
JNCE,0.08123300529724596,nan,-1.8737864,-0.25027
HCAT,0.1807188934817901,nan,157.50002,-0.29015
GASS,0.09250326854260307,nan,3.232558,0.06901
IMOS,0.2926082415203402,0.120900005,23.70297,0.14102
EGLE,0.1290261854563648,0.1458,6.848392,0.3328
GNW,0.18600222500004887,nan,6.180851,0.05473
HURN,0.27815435972223274,nan,17.738493,0.13444
FVRR,0.13615101040930078,nan,21.482353,-0.23339
EEFT,0.33650912595611443,nan,12.555555,0.1846
ENVA,0.22934952225378205,nan,5.323636,nan
IRMD,0.1919476975648391,nan,28.710344,0.17592
FWONK,0.3866539026924543,nan,65.62727,0.08101
IBCP,0.2710477747714232,0.0538,7.243902,0.16982001
HLNE,0.4075270490448244,0.022,20.29752,0.27317
INVA,0.28994578611709854,nan,11.171429,0.40351
HLIO,0.33435126718247465,0.0061000003,13.275937,0.13086
GOOG,0.5597003589631159,nan,17.568182,nan
GWRS,0.3135609613581109,0.0278,40.629627,0.14795999
JOB,0.027845215011752328,nan,4.95,0.03592
HP,0.189149988906284,0.049200002,6.1293902,nan
GATX,0.4335067976206219,0.0189,16.629198,nan
IRTC,0.10086106293151659,nan,-65.0495,-0.44733003
JBT,0.30886551440990645,0.0038,17.647728,nan
JD,0.16547389486110767,0.0178,10.505882,0.03721
HVT,0.24934815695423215,0.038399998,7.1421804,0.32770002
IP,0.4474829653124456,0.0535,12.217712,nan
GNRC,0.2690955742285998,nan,12.729764,0.17617
IIIV,0.26560859577430745,nan,12.8453045,-0.06493
FET,0.08310968244525158,nan,-7.748252,0.011670001
DESP,0.19489128959303373,nan,19.481482,-0.70471
GRFS,0.21939787887044299,nan,14.92,0.03438
EQC,0.44348330574223854,nan,-207.2,0.01271
HL,0.14184097599310386,0.0036000002,55.000004,-0.01997
HMC,0.544444799128178,0.0537,8.657981,0.07261
HMST,0.2737260560816979,0.0365,4.692308,0.08781999
ENZ,0.028079308428305395,nan,-6.4871798,-0.71955
KLR,0.06877404112575095,nan,-6.571429,-1.2344201
GILT,0.18240546230594956,nan,24.842104,-0.02407
IBM,0.5674391030727565,0.052800003,12.641001,0.100719996
ECC,0.1878619088135538,0.1503,7.549669,-0.19709998
GNK,0.1554265314991687,0.1691,4.5727005,0.16909
IIPR,0.28652498216004835,0.1121,12.026317,0.0864
JBHT,0.4685427747910244,0.0101,18.145962,0.26203
HA,0.16055995109252685,nan,41.649998,nan
FFBC,0.3075340847937919,0.0461,8.771187,0.11586001
FOX,0.378679855085588,0.0168,12.995746,0.13131
EFR,0.5870494376659121,0.109799996,-54.924286,-0.067379996
JPM,0.48327867574821454,0.0292,9.938174,0.14267
KMB,0.49657052980076,0.032899998,20.877522,nan
KE,0.2890133934627556,nan,6.732441,0.09458
EMN,0.4564772185726347,0.0396,9.58703,0.14441
JG,0.04209516592502061,nan,39.7,-0.57591
ENG,0.04446037356912553,nan,1.4583334,-0.96137
HWM,0.3209198585075563,0.0037,22.034826,0.13194
DGICA,0.42332954670985173,0.0462,10.057143,-0.00386
EVRI,0.15054023996892948,nan,12.881356,0.61452
GOTU,0.02943884620515207,nan,14.909091,0.00441
ISEE,0.1024777804222475,nan,-24.729322,-0.41379002
IMUX,0.0437022994926144,nan,-0.9021739,-1.00006
GRMN,0.6319273373624624,0.0304,16.955095,0.15807
ECVT,0.2649492341390713,nan,8.937008,0.0964
IPG,0.430698113633404,0.0339,11.638436,nan
GHC,0.3431022477576533,0.0113,8.558661,0.01708
FPAY,0.07745764758770038,nan,2.3308573,0.57787997
DGX,0.4247694170643027,0.0201,15.120914,nan
HALL,0.09362627342818253,nan,-2.248,-1.1443499
HCKT,0.3343246027671969,0.0239,10.790697,0.40372002
DIN,0.19414202177710013,0.0326,8.858117,nan
DCTH,0.059998512919247696,nan,-10.418181,-11.98359
ENLV,0.04230129039305521,nan,-2.0729926,-0.43783
DCOM,0.32093988064829215,0.0512,5.7222223,0.12916
KEP,0.30274219768225363,nan,1.5129311,-0.45523
GIS,0.34916816736118916,0.024600001,19.739422,0.27387
